chr,start,end,gene,transcript,strand,Ensembl_ID,lnTPM
chr11,44117098,44266980,EXT2,NM_207122,+,ENSG00000151348,2.25758772706331
chr11,46740742,46761056,F2,NM_000506,+,ENSG00000180210,0.009950330853168092
chr11,70049268,70053508,FADD,NM_003824,+,ENSG00000168040,1.7101878155342434
chr11,61567096,61584529,FADS1,NM_013402,-,ENSG00000149485,3.1183922862898785
chr11,61595712,61634825,FADS2,NM_004265,+,ENSG00000134824,4.048998460455224
chr11,61640997,61659006,FADS3,NM_021727,-,ENSG00000221968,1.6639260977181702
chr11,58910317,58922511,FAM111A,NM_001142519,+,ENSG00000166801,2.180417459019838
chr11,58874657,58894888,FAM111B,NM_001142704,+,N/A,-inf
chr11,126081618,126132879,FAM118B,NM_024556,+,ENSG00000197798,1.665818245870208
chr11,6232563,6255941,FAM160A2,NM_001098794,-,ENSG00000051009,1.5040773967762742
chr11,73117027,73309228,FAM168A,NM_015159,-,ENSG00000054965,1.631199404215613
chr11,47608229,47610746,FAM180B,NM_001164379,+,N/A,-inf
chr11,82443045,82444906,FAM181B,NM_175885,-,N/A,-inf
chr11,95502105,95522954,FAM76B,NM_144664,-,ENSG00000077458,2.1724764076470255
chr11,71498556,71512280,FAM86C1,NM_001099653,+,ENSG00000158483,0.5653138090500605
chr11,65339819,65341669,FAM89B,NM_152832,+,N/A,-inf
chr11,22644078,22647387,FANCF,NM_022725,-,ENSG00000183161,0.8064758658669485
chr11,13690205,13753893,FAR1,NM_032228,+,ENSG00000197601,2.0943301541735866
chr11,92085261,92629635,FAT3,NM_001008781,+,ENSG00000165323,0.7371640659767196
chr11,64888098,64889672,FAU,NM_001997,-,ENSG00000149806,5.097179895496441
chr11,33768290,33796071,FBXO3,NM_033406,-,ENSG00000110429,2.468946630209271
chr11,72547789,72853143,FCHSD2,NM_014824,-,ENSG00000137478,1.528227857008557
chr11,110300660,110335608,FDX1,NM_004109,+,ENSG00000137714,5.104125637183595
chr11,111744779,111750181,FDXACB1,NR_038364,-,ENSG00000255561,0.6830968447064438
chr11,61560108,61564714,FEN1,NM_004111,+,ENSG00000168496,1.9080599249242156
chr11,63974151,63991363,FERMT3,NM_031471,+,ENSG00000149781,0.5877866649021191
chr11,125358095,125366206,FEZ1,NM_022549,-,ENSG00000149557,1.937301774518713
chr11,69513005,69519106,FGF19,NM_005117,-,ENSG00000162344,0.0
chr11,69624735,69634192,FGF3,NM_005247,-,ENSG00000186895,0.0
chr11,69587796,69590171,FGF4,NM_002007,-,ENSG00000075388,0.0
chr11,27015627,27018632,FIBIN,NM_203371,+,ENSG00000176971,0.44468582126144574
chr11,65651210,65656010,FIBP,NM_004214,-,ENSG00000172500,2.6651427000909336
chr11,35639734,35642421,FJX1,NM_014344,+,ENSG00000179431,0.6312717768418578
chr11,64008412,64011607,FKBP2,NM_004470,+,ENSG00000173486,3.0819099697950434
chr11,128563810,128683162,FLI1,NM_001167681,+,ENSG00000151702,0.6365768290715511
chr11,63871361,63886645,FLRT1,NM_013280,+,ENSG00000126500,0.06765864847381486
chr11,47738068,47788993,FNBP4,NM_015308,-,ENSG00000109920,3.0661907372025525
chr11,49168186,49230222,FOLH1,NM_001193473,-,ENSG00000086205,0.3987761199573678
chr11,89392464,89431886,FOLH1B,NM_153696,+,N/A,-inf
chr11,71900601,71907367,FOLR1,NM_016725,+,ENSG00000110195,0.13976194237515863
chr11,71927818,71932994,FOLR2,NM_000803,+,ENSG00000165457,0.8064758658669485
chr11,71846770,71850934,FOLR3,NM_000804,+,N/A,-inf
chr11,94038802,94040858,FOLR4,NM_001199206,+,ENSG00000183560,0.04879016416943205
chr11,65659691,65667997,FOSL1,NM_005438,-,ENSG00000175592,0.45107561936021656
chr11,118842416,118851995,FOXR1,NM_181721,+,ENSG00000176302,0.03922071315328133
chr11,126138934,126148027,FOXRED1,NR_037647,+,ENSG00000110074,1.8870696490323797
chr11,65154040,65180995,FRMD8,NM_031904,+,ENSG00000126391,1.534714366238164
chr11,30252562,30256824,FSHB,NM_000510,+,ENSG00000131808,0.009950330853168092
chr11,61731756,61735132,FTH1,NM_002032,-,ENSG00000167996,4.628984364087346
chr11,94277016,94283064,FUT4,NM_002033,+,ENSG00000196371,0.7178397931503168
chr11,6502676,6505911,FXC1,NM_012192,+,N/A,-inf
chr11,117690789,117698807,FXYD2,NM_021603,-,ENSG00000137731,0.16551443847757333
chr11,117690789,117747746,FXYD6-FXYD2,NM_001204268,-,N/A,-inf
chr11,117707690,117748201,FXYD6,NM_001164831,-,ENSG00000137726,1.9726911717329554
chr11,86656716,86666440,FZD4,NM_012193,-,ENSG00000174804,2.1564025828159643
chr11,77926335,78128868,GAB2,NM_080491,-,ENSG00000033327,1.235471471385307
chr11,68451982,68458643,GAL,NM_015973,+,ENSG00000069482,0.2151113796169455
chr11,65808235,65816651,GAL3ST3,NM_033036,-,ENSG00000175229,0.01980262729617973
chr11,11292420,11643561,GALNTL4,NM_198516,-,N/A,-inf
chr11,62392297,62414104,GANAB,NM_198334,-,ENSG00000089597,3.4001968813285717
chr11,22688159,22834547,GAS2,NM_001143830,+,ENSG00000148935,1.1631508098056809
chr11,76927602,76998463,GDPD4,NM_182833,-,ENSG00000178795,0.371563556432483
chr11,75145684,75236599,GDPD5,NM_030792,-,ENSG00000158555,0.7371640659767196
chr11,59596745,59612974,GIF,NM_005142,-,ENSG00000134812,0.03922071315328133
chr11,134201767,134246218,GLB1L2,NM_138342,+,ENSG00000149328,0.14842000511827322
chr11,134146274,134189458,GLB1L3,NM_001080407,+,ENSG00000166105,0.02955880224154443
chr11,58476229,58499447,GLYAT,NM_201648,-,ENSG00000149124,0.01980262729617973
chr11,58695101,58724543,GLYATL1,NM_001220494,+,N/A,-inf
chr11,58601539,58611997,GLYATL2,NM_145016,-,N/A,-inf
chr11,62475065,62476678,GNG3,NM_012202,+,ENSG00000162188,0.45107561936021656
chr11,64701942,64703360,GPHA2,NM_130769,-,ENSG00000149735,0.01980262729617973
chr11,64051810,64056972,GPR137,NM_001170726,+,ENSG00000173264,1.3711807233098425
chr11,67218771,67220200,GPR152,NM_206997,-,ENSG00000175514,0.0
chr11,94110476,94134585,GPR83,NM_016540,-,ENSG00000123901,0.06765864847381486
chr11,123396527,123493518,GRAMD1B,NM_020716,+,ENSG00000023171,4.530338875365088
chr11,105480799,105852819,GRIA4,NM_001077243,+,ENSG00000152578,0.30748469974796055
chr11,120531027,120856969,GRIK4,NM_014619,+,ENSG00000149403,0.058268908123975824
chr11,88237743,88796816,GRM5,NM_000842,-,ENSG00000168959,0.04879016416943205
chr11,67351065,67354124,GSTP1,NM_000852,+,ENSG00000084207,4.35491234218231
chr11,18343815,18388590,GTF2H1,NM_001142307,+,ENSG00000110768,2.5817308344235403
chr11,106544737,106889171,GUCY1A2,NM_000855,-,ENSG00000152402,1.7833912195575383
chr11,45943195,45950647,GYLTL1B,NM_152312,+,ENSG00000165905,0.9516578757114463
chr11,118964584,118966177,H2AFX,NM_002105,-,ENSG00000188486,1.9712993830601329
chr11,46624855,46638777,HARBI1,NM_173811,-,ENSG00000180423,0.6365768290715511
chr11,5246695,5248301,HBB,NM_000518,-,ENSG00000244734,4.983675112513472
chr11,5254058,5255858,HBD,NM_000519,-,ENSG00000223609,0.12221763272424911
chr11,5289579,5291373,HBE1,NM_005330,-,ENSG00000213931,1.8357763546448294
chr11,5269501,5271087,HBG1,NM_000559,-,ENSG00000213934,4.4157031610332655
chr11,5274420,5276011,HBG2,NM_000184,-,ENSG00000196565,8.136292882852656
chr11,124789145,124806308,HEPACAM,NM_152722,-,ENSG00000165478,0.009950330853168092
chr11,93754377,93847374,HEPHL1,NM_001098672,+,ENSG00000181333,0.17395330712343798
chr11,124789145,124790573,HEPN1,NM_001037558,+,N/A,-inf
chr11,118992232,119005765,HINFP,NM_001243259,+,ENSG00000172273,1.5686159179138452
chr11,33279167,33375939,HIPK3,NM_005734,+,ENSG00000110422,2.7644305345383176
chr11,118955586,118964259,HMBS,NM_001258208,+,ENSG00000256269,1.1249295969854831
chr11,62480096,62494857,HNRNPUL2,NM_001079559,-,ENSG00000214753,1.0116009116784799
chr11,18300216,18343721,HPS5,NM_007216,-,ENSG00000110756,2.1114245875328868
chr11,6452267,6462254,HPX,NM_000613,-,ENSG00000110169,0.2700271372130602
chr11,532241,535550,HRAS,NM_001130442,-,ENSG00000174775,1.5851452198650557
chr11,63320241,63330855,HRASLS2,NM_017878,-,N/A,-inf
chr11,63228875,63258680,HRASLS5,NM_001146729,-,ENSG00000168004,0.7030975114131134
chr11,43702142,43878169,HSD17B12,NM_016142,+,ENSG00000149084,3.170525563927154
chr11,122928199,122932901,HSPA8,NM_006597,-,ENSG00000109971,6.1968513768329325
chr11,111783459,111784817,HSPB2,NM_001541,+,ENSG00000170276,0.09531017980432493
chr11,20385230,20405329,HTATIP2,NM_006410,+,ENSG00000109854,3.596215769250517
chr11,113845796,113861034,HTR3A,NM_000869,+,ENSG00000166736,0.058268908123975824
chr11,113775517,113817283,HTR3B,NM_006028,+,ENSG00000149305,0.0
chr11,125753508,125770541,HYLS1,NM_145014,+,ENSG00000198331,0.9439058989071285
chr11,118914895,118927925,HYOU1,NM_001130991,-,ENSG00000149428,2.542389085201363
chr11,313990,315272,IFITM1,NM_003641,+,ENSG00000185885,1.1631508098056809
chr11,1753639,1771824,IFITM10,NM_001170820,-,ENSG00000244242,0.11332868530700327
chr11,308106,309410,IFITM2,NM_006435,+,ENSG00000185201,1.8825138324965192
chr11,319672,320914,IFITM3,NM_021034,-,ENSG00000142089,2.75429745226753
chr11,298202,299526,IFITM5,NM_001025295,-,ENSG00000206013,0.0
chr11,118415242,118436791,IFT46,NM_020153,-,ENSG00000118096,1.7439688053917064
chr11,2150346,2170833,IGF2,NM_001007139,-,ENSG00000167244,4.880982085869385
chr11,68671318,68708069,IGHMBP2,NM_002180,+,ENSG00000132740,0.9001613499442714
chr11,18725851,18747777,IGSF22,NM_173588,-,N/A,-inf
chr11,133785184,133826880,IGSF9B,NM_014987,-,ENSG00000080854,0.16551443847757333
chr11,117857105,117872199,IL10RA,NR_026691,+,ENSG00000110324,0.412109650826833
chr11,112013973,112034840,IL18,NM_001562,-,ENSG00000150782,0.14842000511827322
chr11,71709957,71713574,IL18BP,NM_001039659,+,ENSG00000137496,0.5007752879124892
chr11,6624963,6632099,ILK,NM_001014794,+,ENSG00000166333,2.972975286431375
chr11,31453948,31531169,IMMP1L,NM_144981,-,ENSG00000148950,2.489064659936664
chr11,61891444,61920635,INCENP,NM_020238,+,ENSG00000149503,1.1969481893889715
chr11,71935881,71950188,INPPL1,NM_001567,+,ENSG00000165458,2.5937610547000824
chr11,2150341,2182439,INS-IGF2,NR_003512,-,N/A,-inf
chr11,2181008,2182439,INS,NM_000207,-,ENSG00000254647,0.01980262729617973
chr11,15133969,15268754,INSC,NM_001031853,+,ENSG00000188487,0.13976194237515863
chr11,77589765,77705717,INTS4,NM_033547,-,ENSG00000149262,2.647592232065096
chr11,62414319,62420774,INTS5,NM_030628,-,ENSG00000185085,1.0367368849500223
chr11,9406168,9469674,IPO7,NM_006391,+,ENSG00000205339,2.776954179749421
chr11,612554,615999,IRF7,NM_001572,-,ENSG00000185507,0.8285518175661483
chr11,133938819,134021652,JAM3,NM_001205329,+,ENSG00000166086,1.6409365794934714
chr11,96123157,96126727,JRKL,NM_001261833,+,ENSG00000183340,0.9516578757114463
chr11,65479472,65487077,KAT5,NM_182710,+,ENSG00000172977,2.4042387467205457
chr11,105921824,105948465,KBTBD3,NM_198439,-,ENSG00000182359,1.0750024230289759
chr11,47593748,47600567,KBTBD4,NM_018095,-,ENSG00000123444,1.8748743759385615
chr11,30031287,30038577,KCNA4,NM_002233,-,ENSG00000182255,1.4586150226995167
chr11,17757494,17799377,KCNC1,NM_004976,+,ENSG00000129159,0.13976194237515863
chr11,74165885,74178600,KCNE3,NM_005472,-,ENSG00000175538,1.6714733033535532
chr11,128707914,128737268,KCNJ1,NM_153767,-,ENSG00000151704,0.009950330853168092
chr11,17406795,17410878,KCNJ11,NM_001166290,-,ENSG00000187486,0.01980262729617973
chr11,128761312,128787951,KCNJ5,NM_000890,+,ENSG00000120457,2.2710944259026746
chr11,64058792,64067503,KCNK4,NM_033310,+,ENSG00000182450,0.0
chr11,65360325,65363467,KCNK7,NM_005714,-,ENSG00000173338,0.01980262729617973
chr11,2466220,2870340,KCNQ1,NM_000218,+,ENSG00000053918,1.1019400787607843
chr11,77726760,77734320,KCTD14,NM_023930,-,ENSG00000151364,1.0986122886681098
chr11,77882297,77899664,KCTD21,NM_001029859,-,ENSG00000188997,1.8809906029559975
chr11,108342832,108369159,KDELC2,NM_153705,-,ENSG00000178202,1.4906543764441333
chr11,66886739,67025550,KDM2A,NR_027473,+,ENSG00000173120,2.0228711901914416
chr11,94706844,94732676,KDM4D,NM_018039,+,ENSG00000186280,0.23111172096338664
chr11,94758421,94760760,KDM4E,NM_001161630,+,ENSG00000235268,0.06765864847381486
chr11,101785745,101871793,KIAA1377,NM_020802,+,ENSG00000110318,0.6471032420585385
chr11,93394815,93463522,KIAA1731,NM_033395,+,ENSG00000166004,1.7119945007591924
chr11,28042162,28129746,KIF18A,NM_031217,-,ENSG00000121621,0.85015092936961
chr11,126300836,126870766,KIRREL3,NM_001161707,-,ENSG00000149571,0.26236426446749106
chr11,66024764,66035331,KLC2,NM_001134775,+,ENSG00000174996,0.8197798314933114
chr11,75133437,75141674,KLHL35,NM_001039548,-,ENSG00000149243,0.32930374714260047
chr11,1605571,1606513,KRTAP5-1,NM_001005922,-,N/A,-inf
chr11,71276608,71277666,KRTAP5-10,NM_001012710,+,N/A,-inf
chr11,71292900,71293921,KRTAP5-11,NM_001005405,-,N/A,-inf
chr11,1618406,1619524,KRTAP5-2,NM_001004325,-,N/A,-inf
chr11,1628794,1629693,KRTAP5-3,NM_001012708,-,N/A,-inf
chr11,1642187,1643368,KRTAP5-4,NM_001012709,-,N/A,-inf
chr11,1651032,1652159,KRTAP5-5,NM_001001480,+,N/A,-inf
chr11,1718424,1718985,KRTAP5-6,NM_001012416,+,N/A,-inf
chr11,71238312,71239210,KRTAP5-7,NM_001012503,+,N/A,-inf
chr11,71249070,71250253,KRTAP5-8,NM_021046,+,N/A,-inf
chr11,71259465,71260653,KRTAP5-9,NM_005553,+,N/A,-inf
chr11,71808337,71814433,LAMTOR1,NM_017907,-,ENSG00000149357,3.2335673736111907
chr11,111411232,111432470,LAYN,NM_178834,+,ENSG00000204381,0.3576744442718159
chr11,18415935,18429765,LDHA,NM_001135239,+,ENSG00000134333,4.559440334281917
chr11,18477373,18501147,LDHAL6A,NM_001144071,+,N/A,-inf
chr11,18433852,18472793,LDHC,NM_002301,+,ENSG00000166796,0.3364722366212129
chr11,35965611,36252841,LDLRAD3,NM_174902,+,ENSG00000179241,0.7514160886839212
chr11,63273523,63284246,LGALS12,NM_001142536,+,ENSG00000133317,0.01980262729617973
chr11,27387507,27494334,LGR4,NM_018490,-,ENSG00000205213,2.8622008809294686
chr11,27515964,27528326,LIN7C,NM_018362,-,ENSG00000148943,1.840549633397487
chr11,74202922,74204755,LIPT2,NM_001144869,-,ENSG00000175536,1.366091653802371
chr11,8245850,8290182,LMO1,NM_001270428,-,ENSG00000166407,0.20701416938432612
chr11,33880122,33913836,LMO2,NM_005574,-,ENSG00000135363,2.132982308607866
chr11,193079,194500,LOC653486,NM_001097610,+,N/A,-inf
chr11,58294343,58345639,LPXN,NM_001143995,-,ENSG00000110031,0.7227059828014898
chr11,66624875,66627946,LRFN4,NM_024036,+,ENSG00000173621,0.5538851132264376
chr11,46878267,46940173,LRP4,NM_002334,-,ENSG00000134569,0.43178241642553783
chr11,68080107,68216743,LRP5,NM_002335,+,ENSG00000162337,1.0750024230289759
chr11,61276271,61278490,LRRC10B,NM_001145077,+,ENSG00000204950,0.009950330853168092
chr11,76368567,76381791,LRRC32,NM_001128922,-,ENSG00000137507,1.55814461804655
chr11,40135750,41481186,LRRC4C,NM_020929,-,ENSG00000148948,1.0681530811834012
chr11,56949220,56959188,LRRC55,NM_001005210,+,ENSG00000183908,0.09531017980432493
chr11,537521,554916,LRRC56,NM_198075,+,ENSG00000161328,0.0769610411361284
chr11,62453873,62457371,LRRN4CL,NM_203422,-,ENSG00000177363,0.4382549309311553
chr11,71791376,71821828,LRTOMT,NM_001145308,+,ENSG00000184154,1.3001916620664788
chr11,1874199,1913493,LSP1,NM_002339,+,ENSG00000130592,0.5538851132264376
chr11,65306029,65325699,LTBP3,NM_001164266,-,ENSG00000168056,2.166765369851511
chr11,24518515,25104186,LUZP2,NM_001252010,+,ENSG00000187398,1.1755733298042381
chr11,10579412,10590365,LYVE1,NM_006691,-,ENSG00000133800,4.65224459337402
chr11,63766029,63933585,MACROD1,NM_014067,-,ENSG00000133315,1.244154593958768
chr11,47290926,47351582,MADD,NM_130470,+,ENSG00000110514,2.188295946591918
chr11,95711439,96076344,MAML2,NM_032427,-,ENSG00000184384,0.8458682675776092
chr11,65365225,65381720,MAP3K11,NM_002419,-,ENSG00000173327,1.5665304114228238
chr11,64556608,64570713,MAP4K2,NM_004579,-,ENSG00000168067,1.3217558399823195
chr11,75297962,75379479,MAP6,NM_033063,-,ENSG00000171533,1.172482137234565
chr11,45907046,45928016,MAPK8IP1,NM_005456,+,ENSG00000121653,2.020222182019865
chr11,63606399,63678492,MARK2,NM_004954,+,ENSG00000072518,1.0116009116784799
chr11,119179233,119187840,MCAM,NM_006500,-,ENSG00000076706,1.172482137234565
chr11,46402617,46405375,MDK,NM_001012334,+,ENSG00000110492,4.763796549270511
chr11,86152149,86383678,ME3,NM_001161586,-,ENSG00000151376,2.1186622548331173
chr11,93517404,93546496,MED17,NM_004268,+,ENSG00000042429,1.9021075263969205
chr11,57471186,57479673,MED19,NM_153450,-,ENSG00000156603,2.057962510002712
chr11,64570985,64578766,MEN1,NM_130803,-,ENSG00000133895,1.3454723665996355
chr11,62432778,62434923,METTL12,NM_001043229,+,N/A,-inf
chr11,28129797,28355054,METTL15,NM_001113528,+,ENSG00000169519,1.766441661243765
chr11,119209651,119217383,MFRP,NM_031433,-,ENSG00000235718,0.009950330853168092
chr11,12132137,12285331,MICAL2,NM_014632,+,ENSG00000133816,0.7929925155296614
chr11,12308446,12380691,MICALCL,NM_032867,+,ENSG00000133808,0.02955880224154443
chr11,118307204,118397539,MLL,NM_001197104,+,N/A,-inf
chr11,102660640,102668966,MMP1,NM_002421,-,ENSG00000196611,0.009950330853168092
chr11,102641232,102651359,MMP10,NM_002425,-,ENSG00000166670,0.009950330853168092
chr11,102733463,102745764,MMP12,NM_002426,-,N/A,-inf
chr11,102813720,102826463,MMP13,NM_002427,-,ENSG00000137745,0.0
chr11,102447565,102496063,MMP20,NM_004771,-,ENSG00000137674,0.0
chr11,5009423,5013659,MMP26,NM_021801,+,N/A,-inf
chr11,102562414,102576468,MMP27,NM_022122,-,ENSG00000137675,0.0
chr11,102706527,102714342,MMP3,NM_002422,-,ENSG00000149968,0.0
chr11,102391238,102401478,MMP7,NM_002423,-,ENSG00000137673,0.0
chr11,102582525,102595685,MMP8,NM_002424,-,ENSG00000118113,0.01980262729617973
chr11,1490684,1785501,MOB2,NM_053005,-,ENSG00000182208,1.4816045409242156
chr11,75428933,75442331,MOGAT2,NM_025098,+,ENSG00000166391,0.0
chr11,58975982,58980494,MPEG1,NM_001039396,-,ENSG00000197629,0.7323678937132266
chr11,30406039,30607930,MPPED2,NM_001145399,-,ENSG00000066382,1.8213182714695995
chr11,118124130,118135251,MPZL2,NM_005797,-,ENSG00000149573,0.1310282624064042
chr11,118100335,118123011,MPZL3,NM_198275,-,ENSG00000160588,0.47623417899637155
chr11,94150468,94227040,MRE11A,NM_005591,-,ENSG00000020922,1.547562508716013
chr11,68747489,68748455,MRGPRD,NM_198923,-,ENSG00000172938,0.0
chr11,3249040,3253616,MRGPRE,NM_001039165,-,ENSG00000184350,0.0
chr11,68771861,68780850,MRGPRF,NM_145015,-,ENSG00000172935,0.06765864847381486
chr11,3239173,3240043,MRGPRG,NM_001164377,-,ENSG00000182170,0.0
chr11,18955359,18956549,MRGPRX1,NM_147199,-,ENSG00000170255,0.0
chr11,19076002,19082228,MRGPRX2,NM_054030,-,ENSG00000183695,0.0
chr11,18142501,18160027,MRGPRX3,NM_054031,+,ENSG00000179826,0.0
chr11,18194383,18195827,MRGPRX4,NM_054032,+,ENSG00000179817,0.0
chr11,66202549,66206310,MRPL11,NM_170738,-,ENSG00000174547,2.377692565480851
chr11,59573607,59578345,MRPL16,NM_017840,-,ENSG00000166902,2.829087196145044
chr11,6701615,6704632,MRPL17,NM_022061,-,ENSG00000158042,2.7285062096695922
chr11,68658745,68671303,MRPL21,NM_181515,-,ENSG00000197345,2.667922410011431
chr11,1968501,1977839,MRPL23,NM_021134,+,ENSG00000214026,3.3617633124167483
chr11,73498916,73575656,MRPL48,NM_016055,+,ENSG00000175581,2.65745841498615
chr11,64889654,64894841,MRPL49,NR_037567,+,ENSG00000149792,3.2887749522478678
chr11,10594637,10715535,MRVI1,NM_001206880,-,ENSG00000072952,1.3029127521808397
chr11,60223281,60238225,MS4A1,NM_021950,+,ENSG00000156738,0.0769610411361284
chr11,60552820,60568778,MS4A10,NM_206893,+,ENSG00000172689,0.0
chr11,60260250,60274901,MS4A12,NM_017716,+,N/A,-inf
chr11,60282885,60310191,MS4A13,NM_001100909,+,ENSG00000204979,0.0
chr11,60163486,60185228,MS4A14,NR_049732,+,N/A,-inf
chr11,60524339,60544204,MS4A15,NM_001098835,+,ENSG00000166961,0.03922071315328133
chr11,59856136,59865940,MS4A2,NM_001256916,+,ENSG00000149534,0.01980262729617973
chr11,59824100,59838588,MS4A3,NM_006138,+,ENSG00000149516,0.03922071315328133
chr11,60048013,60076445,MS4A4A,NM_024021,+,ENSG00000110079,0.5481214085096876
chr11,60197061,60215265,MS4A5,NM_023945,+,ENSG00000166930,0.0
chr11,59939079,59952139,MS4A6A,NM_152852,-,ENSG00000110077,1.8180767775454285
chr11,60102354,60108441,MS4A6E,NM_139249,+,ENSG00000166926,0.0
chr11,60145957,60163426,MS4A7,NM_021201,+,ENSG00000166927,0.887891257352457
chr11,60467046,60483285,MS4A8B,NM_031457,+,N/A,-inf
chr11,124636393,124670299,MSANTD2,NM_024631,-,ENSG00000120458,1.1969481893889715
chr11,105878628,105892954,MSANTD4,NM_032424,-,ENSG00000170903,2.0693912058263346
chr11,62360674,62369312,MTA2,NM_004739,-,ENSG00000149480,2.5400259490090797
chr11,47638857,47664206,MTCH2,NM_014342,-,ENSG00000109919,3.208017081533325
chr11,68503599,68518988,MTL5,NM_001039656,-,ENSG00000132749,0.32930374714260047
chr11,95566043,95657371,MTMR2,NM_201278,-,ENSG00000087053,1.6174060820832772
chr11,92702788,92715948,MTNR1B,NM_005959,+,ENSG00000134640,0.04879016416943205
chr11,26580578,26593815,MUC15,NM_001135091,-,ENSG00000169550,0.009950330853168092
chr11,1074874,1104417,MUC2,NM_002457,+,ENSG00000198788,0.0
chr11,1244294,1283406,MUC5B,NM_002458,+,ENSG00000117983,0.01980262729617973
chr11,1012823,1036706,MUC6,NM_005961,-,ENSG00000184956,0.0
