chr,start,end,gene,transcript,strand,Ensembl_ID,lnTPM
chr11,61664772,61684997,RAB3IL1,NM_013401,-,ENSG00000167994,1.1184149159642893
chr11,73386682,73472201,RAB6A,NM_002869,-,ENSG00000175582,4.390118804571218
chr11,67159422,67165883,RAD9A,NM_004584,+,ENSG00000172613,3.0238337036648657
chr11,36589562,36601310,RAG1,NM_000448,+,ENSG00000166349,0.058268908123975824
chr11,36613492,36619829,RAG2,NM_001243786,-,ENSG00000175097,0.0
chr11,47459307,47470730,RAPSN,NM_005055,-,ENSG00000165917,0.6259384308664954
chr11,63304272,63313930,RARRES3,NM_004585,+,N/A,-inf
chr11,64494382,64512928,RASGRP2,NM_153819,-,ENSG00000068831,0.0
chr11,13030969,13033653,RASSF10,NM_001080521,+,N/A,-inf
chr11,560970,564025,RASSF7,NM_001143993,+,ENSG00000099849,2.485739636091892
chr11,66384052,66413944,RBM14-RBM4,NM_001198846,+,N/A,-inf
chr11,66384052,66397397,RBM14,NM_001198836,+,ENSG00000239306,4.076180591594429
chr11,66406087,66435858,RBM4,NM_001198844,+,N/A,-inf
chr11,66432469,66445275,RBM4B,NM_031492,-,ENSG00000173914,3.1514531485507664
chr11,114271383,114279635,RBM7,NM_016090,+,ENSG00000076053,3.5467396869528134
chr11,7110164,7112379,RBMXL2,NM_014469,+,ENSG00000170748,0.0
chr11,66610882,66614003,RCE1,NM_001032279,+,ENSG00000173653,3.1276373444339294
chr11,32112476,32127272,RCN1,NM_002901,+,ENSG00000049449,3.752792779857589
chr11,63678692,63684316,RCOR2,NM_173587,-,ENSG00000167771,2.542389085201363
chr11,110066285,110167437,RDX,NM_001260496,-,ENSG00000137710,3.7581722806098856
chr11,65421066,65430443,RELA,NM_001243985,-,ENSG00000173039,3.697343532526066
chr11,73087404,73108519,RELT,NM_152222,+,ENSG00000054967,1.55814461804655
chr11,114310107,114321000,REXO2,NM_015523,+,ENSG00000076043,4.107918682249219
chr11,66824288,66839488,RHOD,NM_014578,+,ENSG00000173156,0.3852624007906449
chr11,3848207,3862213,RHOG,NM_001665,-,ENSG00000177105,3.0819099697950434
chr11,8127596,8190590,RIC3,NM_001135109,-,ENSG00000166405,0.0
chr11,208529,215110,RIC8A,NM_021932,+,ENSG00000177963,3.869532953807194
chr11,66099541,66104000,RIN1,NM_004292,-,ENSG00000174791,1.7047480922384253
chr11,65485143,65488409,RNASEH2C,NM_032193,-,ENSG00000172922,3.3090820927543496
chr11,71639767,71708643,RNF121,NM_018320,+,ENSG00000137522,3.349904087274605
chr11,10533224,10562774,RNF141,NM_016422,-,ENSG00000110315,2.8627721462977607
chr11,74459912,74553458,RNF169,NM_001098638,+,ENSG00000166439,2.075684492802124
chr11,117103403,117156404,RNF214,NM_207343,+,ENSG00000167257,2.804571768092832
chr11,119205209,119208024,RNF26,NM_032015,+,ENSG00000173456,3.9969154724461085
chr11,494511,507283,RNH1,NM_203388,-,ENSG00000023191,4.094177881665002
chr11,124735304,124751370,ROBO3,NM_022370,+,ENSG00000154134,0.1823215567939546
chr11,124754113,124767831,ROBO4,NM_019055,-,ENSG00000154133,0.2151113796169455
chr11,62380212,62382592,ROM1,NM_000327,+,ENSG00000149489,1.2237754316221157
chr11,8703994,8711419,RPL27A,NM_000990,+,ENSG00000166441,7.500048441022117
chr11,809935,812876,RPLP2,NM_001004,+,ENSG00000177600,6.88946910129482
chr11,17095938,17099220,RPS13,NM_001017,-,ENSG00000110700,6.844357440352169
chr11,118886421,118889057,RPS25,NM_001028,-,ENSG00000118181,6.6895122007120005
chr11,75110534,75133345,RPS3,NM_001256802,+,ENSG00000149273,7.6175874870723534
chr11,64126624,64139687,RPS6KA4,NM_003942,+,ENSG00000162302,2.5217206229107165
chr11,67195934,67202879,RPS6KB2,NM_003952,+,ENSG00000175634,3.8388069430968867
chr11,126071988,126081587,RPUSD4,NM_032795,-,ENSG00000165526,3.6653549090669792
chr11,14299465,14386052,RRAS2,NM_001177314,-,ENSG00000133818,3.7381456954168546
chr11,4115923,4160106,RRM1,NM_001033,+,ENSG00000167325,4.1705337005796475
chr11,6621143,6624880,RRP8,NM_015324,-,ENSG00000132275,2.4740142086215764
chr11,77377273,77531880,RSF1,NM_016578,-,ENSG00000048649,3.1518809560439225
chr11,63448921,63527363,RTN3,NM_006054,+,ENSG00000133318,4.097672352314776
chr11,57228338,57244384,RTN4RL2,NM_178570,+,ENSG00000186907,1.728109442151599
chr11,18287807,18291523,SAA1,NM_000331,+,N/A,-inf
chr11,18252901,18270221,SAA2-SAA4,NM_001199744,-,N/A,-inf
chr11,18259779,18270221,SAA2,NM_001127380,-,N/A,-inf
chr11,18252901,18258384,SAA4,NM_006512,-,ENSG00000148965,4.981686972140363
chr11,18101889,18127638,SAAL1,NM_138421,-,ENSG00000166788,3.6216707044204863
chr11,64808375,64812300,SAC3D1,NM_013299,+,ENSG00000168061,3.5467396869528134
chr11,65729159,65747607,SART1,NM_005146,+,ENSG00000175467,3.5336865647082343
chr11,9800213,10315754,SBF2,NM_030962,-,ENSG00000133812,2.9069010598473755
chr11,121163387,121184119,SC5DL,NM_006918,+,N/A,-inf
chr11,62186506,62190678,SCGB1A1,NM_003357,+,ENSG00000149021,0.0
chr11,193079,194573,SCGB1C1,NM_145651,+,ENSG00000188076,0.0
chr11,61957709,61961009,SCGB1D1,NM_006552,+,N/A,-inf
chr11,62009723,62012280,SCGB1D2,NM_006551,+,N/A,-inf
chr11,62063753,62066536,SCGB1D4,NM_206998,-,N/A,-inf
chr11,61976139,61981411,SCGB2A1,NM_002407,+,N/A,-inf
chr11,62037629,62040628,SCGB2A2,NM_002411,+,N/A,-inf
chr11,118033518,118047337,SCN2B,NM_004588,-,ENSG00000149575,0.01980262729617973
chr11,123499894,123525315,SCN3B,NM_001040151,-,ENSG00000166257,0.02955880224154443
chr11,118004091,118023630,SCN4B,NM_174934,-,ENSG00000177098,0.16551443847757333
chr11,626312,627173,SCT,NM_021920,-,ENSG00000070031,0.0
chr11,9041046,9113150,SCUBE2,NM_020974,-,ENSG00000175356,0.0
chr11,65292547,65306182,SCYL1,NM_001048218,+,ENSG00000142186,4.113166316462689
chr11,61197596,61214239,SDHAF2,NM_017841,+,ENSG00000167985,3.6208682434973927
chr11,111957570,111966518,SDHD,NM_003002,+,ENSG00000204370,4.4595662121293
chr11,17809596,18034637,SERGEF,NM_012139,-,ENSG00000129158,3.9394436010041383
chr11,57365026,57382326,SERPING1,NM_000062,+,ENSG00000149131,2.4239173781615704
chr11,75273100,75283849,SERPINH1,NM_001235,+,ENSG00000149257,4.273605885719461
chr11,94906132,94964246,SESN3,NM_144665,-,ENSG00000149212,0.5364933705145685
chr11,64532075,64546316,SF1,NR_033650,-,ENSG00000168066,5.407709743319233
chr11,65819815,65836382,SF3B2,NM_006842,+,ENSG00000087365,5.179984179586172
chr11,70313960,70935808,SHANK2,NM_012309,-,ENSG00000162105,2.6188546222977394
chr11,124505684,124546199,SIAE,NM_001199922,-,ENSG00000110013,2.309560706730471
chr11,117049938,117068161,SIDT2,NM_001040455,+,ENSG00000149577,2.8183982582710754
chr11,405715,417397,SIGIRR,NM_021805,-,ENSG00000185187,0.9858167945227652
chr11,111473169,111597632,SIK2,NM_015191,+,ENSG00000170145,2.615934912194404
chr11,116714117,116968993,SIK3,NM_025164,-,ENSG00000160584,2.6152036507358583
chr11,65405577,65418391,SIPA1,NM_006747,+,ENSG00000213445,1.9125010869241836
chr11,215029,236362,SIRT3,NM_012239,-,ENSG00000142082,2.8786365016777435
chr11,60704554,60719257,SLC15A3,NR_027391,-,ENSG00000110446,0.6729444732424258
chr11,22359666,22401046,SLC17A6,NM_020346,+,ENSG00000091664,0.0
chr11,35272751,35441610,SLC1A2,NM_001252652,-,ENSG00000110436,1.9035989509835904
chr11,63057429,63079246,SLC22A10,NM_001039752,+,N/A,-inf
chr11,64323097,64338999,SLC22A11,NM_018484,+,N/A,-inf
chr11,64358281,64369820,SLC22A12,NM_144585,+,ENSG00000197891,0.0
chr11,2920950,2946476,SLC22A18,NM_183233,+,ENSG00000110628,3.2577118486533987
chr11,2909326,2925175,SLC22A18AS,NM_007105,-,N/A,-inf
chr11,64981310,65010228,SLC22A20,NR_033396,+,N/A,-inf
chr11,62847411,62911693,SLC22A24,NM_001136506,-,N/A,-inf
chr11,62931295,62997124,SLC22A25,NM_199352,-,ENSG00000196600,0.22314355131420976
chr11,62744068,62752495,SLC22A6,NM_004790,-,ENSG00000197901,0.0
chr11,62760295,62783317,SLC22A8,NM_001184733,-,ENSG00000149452,0.06765864847381486
chr11,63137260,63177712,SLC22A9,NM_080866,+,ENSG00000149742,1.1817271953786161
chr11,790474,798269,SLC25A22,NM_001191061,-,ENSG00000177542,3.1072736482868986
chr11,65142662,65150142,SLC25A45,NM_001077241,-,ENSG00000162241,1.3711807233098425
chr11,66129991,66139291,SLC29A2,NM_001532,-,ENSG00000174669,0.5247285289349821
chr11,45825622,45834567,SLC35C1,NM_001145266,+,ENSG00000181830,2.503891949699081
chr11,107661716,107729914,SLC35F2,NM_017515,-,ENSG00000110660,2.5945081597030812
chr11,92880849,92931095,SLC36A4,NM_152313,-,ENSG00000180773,2.5478814489493886
chr11,124933012,124960412,SLC37A2,NM_001145290,+,ENSG00000134955,1.6563214983329508
chr11,118895060,118901616,SLC37A4,NM_001164277,-,ENSG00000137700,3.7539647007698704
chr11,47430045,47438051,SLC39A13,NM_152264,+,ENSG00000165915,2.8622008809294686
chr11,62623483,62656355,SLC3A2,NM_002394,+,ENSG00000168003,5.216022123821206
chr11,57252003,57283192,SLC43A1,NM_003627,-,ENSG00000149150,4.183575695950044
chr11,57174426,57195053,SLC43A3,NM_017611,-,ENSG00000134802,0.12221763272424911
chr11,26688565,26743574,SLC5A12,NM_178498,-,ENSG00000148942,0.0
chr11,20620945,20676610,SLC6A5,NM_004211,+,ENSG00000165970,0.0
chr11,74862031,74917445,SLCO2B1,NM_007256,+,ENSG00000137491,2.855895328366192
chr11,107578100,107582787,SLN,NM_003063,-,N/A,-inf
chr11,6411643,6416228,SMPD1,NM_000543,+,ENSG00000166311,2.3617969526258915
chr11,57310113,57317747,SMTNL1,NM_001105565,+,ENSG00000214872,0.0
chr11,64794879,64808044,SNX15,NM_147777,+,N/A,-inf
chr11,130745765,130786382,SNX19,NM_014758,-,ENSG00000120451,0.19885085874516517
chr11,65601409,65621172,SNX32,NM_152760,+,ENSG00000172803,0.0
chr11,121322911,121504471,SORL1,NM_003105,+,ENSG00000137642,2.8986705607108596
chr11,15987994,16497935,SOX6,NM_033326,-,ENSG00000110693,2.0360119837525
chr11,124543739,124564687,SPA17,NM_017425,+,ENSG00000064199,2.0241930674493576
chr11,133710516,133715392,SPATA19,NM_174927,-,ENSG00000166118,0.0
chr11,74660291,74690076,SPCS2,NM_014752,+,ENSG00000118363,5.242170205925036
chr11,64937706,64940688,SPDYC,NM_001008778,+,N/A,-inf
chr11,47376408,47400127,SPI1,NM_001080547,-,ENSG00000066336,0.0
chr11,13984183,14289679,SPON1,NM_006108,+,N/A,-inf
chr11,66452719,66488870,SPTBN2,NM_006946,-,ENSG00000173898,1.6448050562713916
chr11,18627947,18656020,SPTY2D1,NM_194285,-,ENSG00000179119,2.6390573296152584
chr11,126132813,126138877,SRPR,NM_001177842,-,ENSG00000182934,4.403298769949421
chr11,94800055,94804388,SRSF8,NM_032102,+,N/A,-inf
chr11,67070918,67080078,SSH3,NM_017857,+,ENSG00000172830,2.60859812213055
chr11,57093458,57103351,SSRP1,NM_003146,-,ENSG00000149136,5.076235751180205
chr11,65337942,65339239,SSSCA1,NM_006396,+,ENSG00000173465,3.2917544702807735
chr11,130029681,130080257,ST14,NM_021978,+,ENSG00000149418,0.5709795465857378
chr11,126225539,126284536,ST3GAL4,NM_001254757,+,ENSG00000110080,2.4344901638739844
chr11,8714898,8932498,ST5,NM_005418,-,ENSG00000166444,3.1937631240531252
chr11,72465773,72504750,STARD10,NM_006645,-,ENSG00000214530,5.82346001090882
chr11,3876932,4114440,STIM1,NM_003156,+,ENSG00000167323,3.2917544702807735
chr11,63953586,63972020,STIP1,NM_006819,+,ENSG00000168439,5.364432768754897
chr11,8413417,8615503,STK33,NM_030906,-,ENSG00000130413,2.331172549845958
chr11,125462738,125491280,STT3A,NM_152713,+,ENSG00000134910,5.515845179076611
chr11,59522531,59573355,STX3,NM_004177,+,ENSG00000166900,2.9193910402972683
chr11,62574331,62599563,STX5,NM_003164,-,ENSG00000162236,3.4998353515591547
chr11,67933185,67980784,SUV420H1,NM_016028,-,ENSG00000110066,3.1437211512674406
chr11,22843597,22851382,SVIP,NM_148893,-,ENSG00000198168,3.2003044392827653
chr11,9685627,9774507,SWAP70,NM_015055,+,ENSG00000133789,2.39698576841553
chr11,66790189,66818334,SYT12,NM_001177880,+,ENSG00000173227,0.01980262729617973
chr11,45261852,45307884,SYT13,NM_020826,-,ENSG00000019505,0.01980262729617973
chr11,61281187,61348344,SYT7,NM_004200,-,ENSG00000011347,1.6370530794670737
chr11,1855673,1858750,SYT8,NM_138567,+,ENSG00000149043,0.09531017980432493
chr11,7273180,7490276,SYT9,NM_175733,+,ENSG00000170743,0.0
chr11,85405264,85522178,SYTL2,NM_032943,-,ENSG00000137501,0.47000362924573563
chr11,64894750,64902003,SYVN1,NM_032431,-,ENSG00000162298,3.7040143416982065
chr11,6632047,6633475,TAF10,NM_006284,-,ENSG00000166337,4.362843815257108
chr11,93469095,93474703,TAF1D,NM_024116,-,ENSG00000166012,5.176093233802662
chr11,62538774,62554813,TAF6L,NM_006473,+,ENSG00000162227,2.644044871126298
chr11,117070039,117075508,TAGLN,NM_003186,+,ENSG00000149591,4.106108429142343
chr11,747431,765024,TALDO1,NM_006755,+,ENSG00000177156,5.152597712198631
chr11,67171383,67177561,TBC1D10C,NM_001256508,+,ENSG00000175463,0.4252677354043441
chr11,120894802,120960354,TBCEL,NM_001130047,+,ENSG00000154114,2.1258479144939915
chr11,124492741,124505822,TBRG1,NR_016021,+,ENSG00000154144,2.8898160479624417
chr11,67398773,67407031,TBX10,NM_005995,-,ENSG00000167800,0.32930374714260047
chr11,67806461,67818366,TCIRG1,NM_006019,+,ENSG00000110719,3.7483269127573564
chr11,59620280,59634041,TCN1,NM_001062,-,N/A,-inf
chr11,33060962,33095109,TCP11L1,NM_018393,+,ENSG00000176148,1.9110228900548727
chr11,12695968,12966284,TEAD1,NM_021961,+,ENSG00000187079,3.2741212990941793
chr11,120973374,121061515,TECTA,NM_005422,+,ENSG00000109927,0.06765864847381486
chr11,112038094,112043279,TEX12,NM_031275,+,ENSG00000150783,0.0
chr11,2185158,2193035,TH,NM_000360,-,ENSG00000180176,0.0
chr11,77774906,77779403,THRSP,NM_003251,+,ENSG00000151365,0.0
chr11,119288654,119294246,THY1,NM_006288,-,ENSG00000154096,0.0
chr11,134118172,134123260,THYN1,NM_001037305,-,ENSG00000151500,3.909620120811836
chr11,65122281,65125082,TIGD3,NM_145719,+,ENSG00000173825,1.4422019930581866
chr11,57295935,57298232,TIMM10,NM_012456,-,ENSG00000134809,4.082103275799747
chr11,111955538,111957522,TIMM8B,NM_012459,-,ENSG00000150779,4.0353020215883175
chr11,126152981,126164828,TIRAP,NM_001039661,+,ENSG00000150455,2.1294214739848565
chr11,64879340,64883707,TM7SF2,NM_003273,+,ENSG00000149809,4.134686441505479
chr11,60681370,60690915,TMEM109,NM_024092,+,ENSG00000110108,2.89314568477889
chr11,102267055,102323775,TMEM123,NM_052932,-,ENSG00000152558,5.949808871839149
chr11,85358962,85367597,TMEM126A,NM_032273,+,ENSG00000171202,3.558770768766916
chr11,85339616,85347583,TMEM126B,NM_001256547,+,ENSG00000171204,3.8066624897703196
chr11,60691912,60704631,TMEM132A,NM_017870,+,ENSG00000006118,3.467297183366679
chr11,100862810,100864666,TMEM133,NM_032021,+,N/A,-inf
chr11,67231818,67236731,TMEM134,NM_001078650,-,N/A,-inf
chr11,86748885,87039876,TMEM135,NM_001168724,+,ENSG00000166575,3.8526975393433314
chr11,120195837,120204388,TMEM136,NM_001198670,+,ENSG00000181264,1.449269160281279
chr11,61129472,61136975,TMEM138,NM_016464,+,ENSG00000149483,3.6483178423578133
chr11,66059372,66064135,TMEM151A,NM_153266,+,ENSG00000179292,0.0
chr11,62554873,62557872,TMEM179B,NM_199337,+,ENSG00000185475,3.180550710546533
chr11,61159831,61166335,TMEM216,NM_001173990,+,ENSG00000187049,3.101442727976105
chr11,124964265,124981659,TMEM218,NR_047587,-,ENSG00000150433,2.4612967841488667
chr11,62557786,62559486,TMEM223,NM_001080501,-,ENSG00000168569,2.914522218128448
chr11,123753632,123756340,TMEM225,NM_001013743,-,ENSG00000204300,0.0
chr11,118401802,118406550,TMEM25,NM_001144036,+,ENSG00000149582,2.306577114263583
chr11,9302200,9336315,TMEM41B,NM_015012,-,ENSG00000166471,3.4892082589848687
chr11,129685740,129729898,TMEM45B,NM_138788,+,ENSG00000151715,3.138533072185662
chr11,695615,704129,TMEM80,NM_001042463,+,ENSG00000177042,2.105352923464337
chr11,18720350,18726332,TMEM86A,NM_153347,+,ENSG00000151117,0.0769610411361284
chr11,8968839,8985989,TMEM9B,NM_020644,-,ENSG00000175348,3.0392705755684744
chr11,117771355,117800168,TMPRSS13,NM_001206789,-,ENSG00000137747,0.0
chr11,117947726,117990556,TMPRSS4,NM_001173552,+,ENSG00000137648,0.0
chr11,113558267,113577068,TMPRSS5,NM_030770,-,ENSG00000166682,0.04879016416943205
chr11,57479994,57508445,TMX2,NM_001144012,+,N/A,-inf
chr11,57067102,57092413,TNKS1BP1,NM_033396,-,ENSG00000149115,3.098288861879083
chr11,1860232,1862910,TNNI2,NM_003282,+,ENSG00000130598,1.8656293177945105
chr11,1940798,1959936,TNNT3,NM_001042780,+,ENSG00000130595,0.0
chr11,1295597,1330892,TOLLIP,NM_019009,-,ENSG00000078902,3.886705197443856
chr11,128805269,128813294,TP53AIP1,NM_022112,-,N/A,-inf
chr11,44953898,44972857,TP53I11,NM_001258322,-,ENSG00000175274,0.0
chr11,68816349,68858072,TPCN2,NM_139075,+,ENSG00000162341,1.9213246735826988
chr11,18042083,18062335,TPH1,NM_004179,-,ENSG00000129167,0.6729444732424258
chr11,6633996,6640692,TPP1,NM_000391,-,ENSG00000166340,4.196449785159254
chr11,36505316,36531863,TRAF6,NM_004620,-,ENSG00000175104,1.6486586255873816
chr11,118889240,118894385,TRAPPC4,NM_016146,+,ENSG00000196655,4.022132228108176
chr11,118528941,118550381,TREH,NM_007180,-,ENSG00000118094,0.6981347220709843
chr11,4406126,4414926,TRIM21,NM_003141,-,ENSG00000132109,1.631199404215613
chr11,5710816,5732093,TRIM22,NM_001199573,+,N/A,-inf
chr11,119981993,120008863,TRIM29,NM_012101,-,ENSG00000137699,0.47623417899637155
chr11,6469842,6495689,TRIM3,NM_001248006,-,ENSG00000110171,1.7867469274045107
chr11,5641173,5665625,TRIM34,NM_001003827,+,ENSG00000258659,0.46373401623214006
chr11,35684352,35830930,TRIM44,NM_017583,+,ENSG00000166326,3.3572454941329726
chr11,55029657,55038595,TRIM48,NM_024114,+,N/A,-inf
chr11,89530822,89541743,TRIM49,NM_020358,-,N/A,-inf
chr11,89659929,89666168,TRIM49DP,NM_001206627,+,N/A,-inf
chr11,89657231,89666229,TRIM49L1,NM_001105522,+,N/A,-inf
chr11,5684424,5706339,TRIM5,NM_033034,-,ENSG00000132256,2.372111155642656
chr11,55650772,55659284,TRIM51,NM_032681,+,N/A,-inf
chr11,5617864,5665625,TRIM6-TRIM34,NM_001003819,+,ENSG00000258588,0.0
chr11,5617330,5634188,TRIM6,NM_058166,+,ENSG00000121236,0.0
chr11,89701671,89707240,TRIM64,NM_001136486,+,N/A,-inf
chr11,89603605,89609185,TRIM64B,NM_001164397,-,N/A,-inf
chr11,8633583,8680383,TRIM66,NM_014818,-,ENSG00000166436,2.010894999144726
chr11,4619901,4629489,TRIM68,NM_018073,-,ENSG00000167333,0.0
chr11,89443466,89451040,TRIM77P,NM_001146162,+,N/A,-inf
chr11,64084164,64085033,TRMT112,NM_016404,-,ENSG00000173113,5.416233726649654
chr11,101322294,101454659,TRPC6,NM_004621,-,ENSG00000137672,0.0
chr11,2425745,2444275,TRPM5,NM_014555,-,ENSG00000070985,0.0
chr11,63991270,63993726,TRPT1,NM_001160389,-,ENSG00000149743,3.0638581026015914
chr11,18501857,18548503,TSG101,NM_006292,-,ENSG00000074319,4.062681881713259
chr11,65713114,65727434,TSGA10IP,NM_152762,+,ENSG00000175513,0.0
chr11,76493356,76509198,TSKU,NM_001258210,+,ENSG00000182704,3.339676525013905
chr11,44785975,44953977,TSPAN18,NM_130783,+,ENSG00000157570,0.0
chr11,2323242,2339430,TSPAN32,NM_139022,+,ENSG00000064201,0.1906203596086497
chr11,842823,867116,TSPAN4,NM_003271,+,ENSG00000214063,3.3600281046240843
chr11,2423522,2425106,TSSC4,NM_005706,+,ENSG00000184281,3.3414473772563813
chr11,113185250,113237114,TTC12,NM_017868,+,ENSG00000149292,1.8687205103641833
chr11,43380434,43516483,TTC17,NM_018259,+,ENSG00000052841,3.5319332036512097
chr11,118398209,118401740,TTC36,NM_001080441,+,ENSG00000172425,0.23111172096338664
chr11,62495951,62506108,TTC9C,NM_173810,+,ENSG00000162222,3.3495531485098167
chr11,8060179,8127654,TUB,NM_003320,+,ENSG00000166402,1.6863989535702288
chr11,62342516,62359109,TUT1,NM_022830,-,ENSG00000149016,2.4239173781615704
chr11,88911039,89028927,TYR,NM_000372,+,ENSG00000077498,0.0
chr11,122526397,122685187,UBASH3B,NM_032873,+,ENSG00000154127,1.534714366238164
chr11,57319127,57335803,UBE2L6,NM_198183,-,ENSG00000156587,3.3700506526653187
chr11,118230295,118269926,UBE4A,NM_001204077,+,ENSG00000110344,3.3046864812813115
chr11,5528529,5531153,UBQLN3,NM_017481,-,ENSG00000175520,0.0
chr11,5535622,5537956,UBQLNL,NM_145053,-,ENSG00000175518,0.0
chr11,89819117,89820299,UBTFL1,NM_001143975,+,ENSG00000255009,0.0
chr11,62443971,62446527,UBXN1,NM_015853,-,ENSG00000162191,4.0040550908746395
chr11,73685715,73693889,UCP2,NM_003355,-,ENSG00000175567,2.2332350148592526
chr11,73711325,73720282,UCP3,NM_003356,-,ENSG00000175564,0.0
chr11,18552949,18610293,UEVLD,NM_001261383,-,ENSG00000151116,2.163323025660538
chr11,67758574,67771593,UNC93B1,NM_030930,-,ENSG00000110057,2.1029138978649784
chr11,118827007,118829269,UPK2,NM_006760,+,ENSG00000110375,0.10436001532424286
chr11,17515441,17565963,USH1C,NM_005709,-,ENSG00000006611,0.0
chr11,119225924,119252436,USP2,NM_001243759,-,ENSG00000036672,2.6210388241125804
chr11,113668596,113746256,USP28,NM_020886,-,ENSG00000048028,3.242592351485517
chr11,77899857,77925757,USP35,NM_020798,+,ENSG00000118369,1.5748464676644813
chr11,11862969,11980872,USP47,NM_017944,+,ENSG00000170242,3.2232661731694936
chr11,75526211,75855282,UVRAG,NM_003369,+,ENSG00000198382,2.5265283244788197
chr11,64002055,64006736,VEGFB,NM_003377,+,ENSG00000173511,3.1036894150590832
chr11,118938492,118952688,VPS11,NM_021729,+,ENSG00000160695,3.070839746040796
chr11,134094560,134117686,VPS26B,NM_052875,+,ENSG00000151502,3.264231526588998
chr11,60897727,60928916,VPS37C,NM_017966,-,ENSG00000167987,2.498973906999436
chr11,124617369,124622109,VSIG2,NM_014312,-,ENSG00000019102,0.3148107398400336
chr11,93553734,93583668,VSTM5,NM_001144871,-,ENSG00000214376,0.0769610411361284
chr11,123986110,123995543,VWA5A,NM_198315,+,ENSG00000110002,0.7080357930536961
chr11,61025757,61062788,VWCE,NM_152718,-,ENSG00000167992,4.17392562489244
chr11,62600382,62607628,WDR74,NM_018093,-,ENSG00000133316,4.060270581888349
chr11,9595227,9611313,WEE1,NM_003390,+,ENSG00000166483,3.867234822638012
chr11,75897369,75917574,WNT11,NM_004626,-,ENSG00000085741,0.47623417899637155
chr11,32409321,32457081,WT1,NM_000378,-,ENSG00000184937,0.4382549309311553
chr11,74551954,74660232,XRRA1,NM_001270380,-,ENSG00000166435,2.0014800002101243
chr11,101981191,102104154,YAP1,NM_001195044,+,ENSG00000137693,4.395806258082254
chr11,66052050,66056638,YIF1A,NM_020470,-,ENSG00000174851,4.656528478263233
chr11,57412559,57417417,YPEL4,NM_145008,-,ENSG00000166793,0.0
chr11,10874250,10879620,ZBED5,NM_021211,-,N/A,-inf
chr11,113930430,114121397,ZBTB16,NM_006006,+,ENSG00000109906,0.0
chr11,62518434,62521656,ZBTB3,NM_024784,-,ENSG00000185670,0.85015092936961
chr11,130096573,130184607,ZBTB44,NM_014155,-,ENSG00000196323,2.567254391136754
chr11,109964086,110042566,ZC3H12C,NM_033390,+,ENSG00000149289,1.199964782928397
